"﻿""PR""",URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Meta description,Meta description length,No. of meta descriptions,Is indexable page
20,https://servicesartisans.fr/services/plombier/tinqueux,Plombier Tinqueux 2026 : 6 Artisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,6 plombiers vérifiés à Tinqueux (Marne). 60€–90€/h. Comparez et demandez un devis gratuit.,90,1,true
20,https://servicesartisans.fr/services/chauffagiste/epernay,Chauffagiste Épernay (51) — Devis 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,1 chauffagistes vérifiés à Épernay (Marne). 60€–100€/h. Comparez et demandez un devis gratuit.,94,1,true
20,https://servicesartisans.fr/services/plombier/quetigny,Plombier à Quetigny : 4 Pros + Devis | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Besoin d'un plombier à Quetigny ? 4 artisans vérifiés, 60€–90€/h. Devis gratuit et réponse rapide.",98,1,true
20,https://servicesartisans.fr/services/electricien/seclin,Électricien à Seclin — Devis Gratuit 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Trouvez un électricien à Seclin. 24 artisans vérifiés, tarifs de 50€–80€. Devis gratuit en 2 min.",97,1,true
20,https://servicesartisans.fr/villes/brest,Brest (29) — Annuaire artisans 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Trouvez des artisans qualifiés à Brest (29). Climat océanique, 46 corps de métier. Devis gratuits.",98,1,true
20,https://servicesartisans.fr/services/plombier/saint-just-en-chaussee,Plombier à Saint-Just-en-Chaussée — Devis Gratuit 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Plombier à Saint-Just-en-Chaussée : 2 pros vérifiés SIREN, 60€–90€. Devis gratuit, sans engagement.",99,1,true
20,https://servicesartisans.fr/services/plombier/sainte-suzanne,Plombier Sainte-Suzanne 2026 : 20 Artisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Sainte-Suzanne (974) : 20 plombiers vérifiés. Prix : 60€–90€. Devis gratuit.,76,1,true
20,https://servicesartisans.fr/services/chauffagiste/beaugency,Chauffagiste à Beaugency — Devis Gratuit 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Beaugency (45) : 3 chauffagistes vérifiés. Prix : 60€–100€. Devis gratuit.,74,1,true
20,https://servicesartisans.fr/services/chauffagiste/montfort-sur-meu,Chauffagiste Montfort-sur-Meu 2026 : 2 Artisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Montfort-sur-Meu (35) : 2 chauffagistes vérifiés. Prix : 60€–100€. Devis gratuit.,81,1,true
20,https://servicesartisans.fr/services/electricien/lifou,Électricien à Lifou — Artisans 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Trouvez un électricien à Lifou (Nouvelle-Calédonie). Tarifs : 50€–80€. Devis gratuit en 2 min.,94,1,true
20,https://servicesartisans.fr/services/plombier/vineuil,Plombier à Vineuil — Devis Gratuit 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,6 plombiers vérifiés à Vineuil (Loir-et-Cher). 60€–90€/h. Comparez et demandez un devis gratuit.,96,1,true
20,https://servicesartisans.fr/services/plombier/villejuif,Plombier Villejuif (94) — Devis 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Villejuif (94) : 44 plombiers vérifiés. Prix : 60€–90€. Devis gratuit.,70,1,true
20,https://servicesartisans.fr/services/serrurier/bandrele,Serrurier à Bandrele — Devis Gratuit 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,2 serruriers vérifiés à Bandrele (Mayotte). 80€–150€/h. Comparez et demandez un devis gratuit.,94,1,true
20,https://servicesartisans.fr/services/plombier/corbie,Plombier Corbie 2026 — Devis Gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Besoin d'un plombier à Corbie ? 3 artisans vérifiés, 60€–90€/h. Devis gratuit et réponse rapide.",96,1,true
20,https://servicesartisans.fr/services/serrurier/murs-erigne,Serrurier à Mûrs-Erigné : Devis Gratuit 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Trouvez un serrurier à Mûrs-Erigné (Maine-et-Loire). Tarifs : 80€–150€. Devis gratuit en 2 min.,95,1,true
20,https://servicesartisans.fr/services/electricien/villebon-sur-yvette,Électricien à Villebon-sur-Yvette : 30 Pros + Devis | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Villebon-sur-Yvette (91) : 30 électriciens vérifiés. Prix : 50€–80€. Devis gratuit.,83,1,true
20,https://servicesartisans.fr/services/plombier/eybens,Plombier Eybens (38) — Devis 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Trouvez un plombier à Eybens. 18 artisans vérifiés, tarifs de 60€–90€. Devis gratuit en 2 min.",94,1,true
20,https://servicesartisans.fr/services/plombier/tregunc,Plombier Trégunc 2026 — Devis Gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,4 plombiers vérifiés à Trégunc (Finistère). 60€–90€/h. Comparez et demandez un devis gratuit.,93,1,true
20,https://servicesartisans.fr/services/plombier/saint-ave,Plombier Saint-Avé 2026 — Devis Gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Trouvez un plombier à Saint-Avé. 13 artisans vérifiés, tarifs de 60€–90€. Devis gratuit en 2 min.",97,1,true
20,https://servicesartisans.fr/services/electricien/gorges,Électricien Gorges (44) — Devis 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Gorges (44) : 5 électriciens vérifiés. Prix : 50€–80€. Devis gratuit.,69,1,true
20,https://servicesartisans.fr/services/electricien/arnouville,Électricien à Arnouville : 53 Pros + Devis | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Arnouville (95) : 53 électriciens vérifiés. Prix : 50€–80€. Devis gratuit.,74,1,true
20,https://servicesartisans.fr/services/electricien/torcy,Électricien à Torcy : 49 Pros + Devis | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Besoin d'un électricien à Torcy ? 49 artisans vérifiés, 50€–80€/h. Devis gratuit et réponse rapide.",99,1,true
20,https://servicesartisans.fr/services/serrurier/alfortville,Serrurier Alfortville 2026 : 24 Artisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Serrurier à Alfortville : 24 pros vérifiés SIREN, 80€–150€. Devis gratuit, sans engagement.",91,1,true
20,https://servicesartisans.fr/services/plombier/caudan,Plombier Caudan 2026 : 15 Artisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,15 plombiers vérifiés à Caudan (Morbihan). 60€–90€/h. Comparez et demandez un devis gratuit.,92,1,true
20,https://servicesartisans.fr/services/serrurier/wingles,Serrurier Wingles (62) — Devis 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,1 serruriers vérifiés à Wingles (Pas-de-Calais). 80€–150€/h. Comparez et demandez un devis gratuit.,99,1,true
20,https://servicesartisans.fr/services/plombier/suresnes,Plombier Suresnes 2026 — Devis Gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Besoin d'un plombier à Suresnes ? 29 artisans vérifiés, 60€–90€/h. Devis gratuit et réponse rapide.",99,1,true
20,https://servicesartisans.fr/services/chauffagiste/valognes,Chauffagiste à Valognes — Devis Gratuit 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Chauffagiste à Valognes : 4 pros vérifiés SIREN, 60€–100€. Devis gratuit, sans engagement.",90,1,true
20,https://servicesartisans.fr/services/serrurier/saint-claude,Serrurier à Saint-Claude — Devis Gratuit 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Saint-Claude (971) : 3 serruriers vérifiés. Prix : 80€–150€. Devis gratuit.,75,1,true
20,https://servicesartisans.fr/services/plombier/arnage,Plombier à Arnage : 3 Pros + Devis | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Arnage (72) : 3 plombiers vérifiés. Prix : 60€–90€. Devis gratuit.,66,1,true
20,https://servicesartisans.fr/services/chauffagiste/ouangani,Chauffagiste Ouangani (976) — Devis 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,2 chauffagistes vérifiés à Ouangani (Mayotte). 60€–100€/h. Comparez et demandez un devis gratuit.,97,1,true
20,https://servicesartisans.fr/services/plombier/woippy,Plombier Woippy 2026 : 7 Artisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Woippy (57) : 7 plombiers vérifiés. Prix : 60€–90€. Devis gratuit.,66,1,true
20,https://servicesartisans.fr/services/plombier/palavas-les-flots,Plombier Palavas-les-Flots 2026 — Devis Gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Palavas-les-Flots (34) : 11 plombiers vérifiés. Prix : 60€–90€. Devis gratuit.,78,1,true
20,https://servicesartisans.fr/services/plombier/fismes,Plombier à Fismes : 4 Pros + Devis | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,4 plombiers vérifiés à Fismes (Marne). 60€–90€/h. Comparez et demandez un devis gratuit.,88,1,true
20,https://servicesartisans.fr/services/electricien/champigneulles,Électricien Champigneulles 2026 — Devis Gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Électricien à Champigneulles : 10 pros vérifiés SIREN, 50€–80€. Devis gratuit, sans engagement.",95,1,true
20,https://servicesartisans.fr/services/chauffagiste/trelissac,Chauffagiste à Trélissac : 2 Pros + Devis | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Trélissac (24) : 2 chauffagistes vérifiés. Prix : 60€–100€. Devis gratuit.,74,1,true
20,https://servicesartisans.fr/services/plombier/bergerac,Plombier à Bergerac — Devis Gratuit 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Plombier à Bergerac : 24 pros vérifiés SIREN, 60€–90€. Devis gratuit, sans engagement.",86,1,true
20,https://servicesartisans.fr/services/serrurier/limours,Serrurier à Limours — Artisans 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Serrurier à Limours (91) : artisans vérifiés SIREN, 80€–150€. Devis gratuit.",76,1,true
20,https://servicesartisans.fr/services/chauffagiste/aulnoye-aymeries,Chauffagiste Aulnoye-Aymeries : Devis Gratuit 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Chauffagiste à Aulnoye-Aymeries. 60€–100€/h. Professionnels vérifiés SIREN. Devis gratuit.,90,1,true
20,https://servicesartisans.fr/services/electricien/tourcoing,Électricien à Tourcoing : 160 Pros + Devis | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Tourcoing (59) : 160 électriciens vérifiés. Prix : 50€–80€. Devis gratuit.,74,1,true
20,https://servicesartisans.fr/services/chauffagiste/erstein,Chauffagiste à Erstein : 16 Pros + Devis | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Chauffagiste à Erstein : 16 pros vérifiés SIREN, 60€–100€. Devis gratuit, sans engagement.",90,1,true
20,https://servicesartisans.fr/services/serrurier/annecy,Serrurier à Annecy — Devis Gratuit 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Serrurier à Annecy : 40 pros vérifiés SIREN, 80€–150€. Devis gratuit, sans engagement.",86,1,true
20,https://servicesartisans.fr/services/electricien/rives,Électricien Rives 2026 : 19 Artisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Trouvez un électricien à Rives. 19 artisans vérifiés, tarifs de 50€–80€. Devis gratuit en 2 min.",96,1,true
20,https://servicesartisans.fr/services/serrurier/ornex,Serrurier Ornex 2026 — Devis Gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Besoin d'un serrurier à Ornex ? Artisans vérifiés, tarifs de 80€–150€. Devis gratuit.",85,1,true
20,https://servicesartisans.fr/services/plombier/montfort-sur-meu,Plombier Montfort-sur-Meu 2026 — Devis Gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Montfort-sur-Meu (Ille-et-Vilaine) : trouvez un plombier de confiance, 60€–90€. Devis gratuit.",94,1,true
20,https://servicesartisans.fr/services/plombier/reze,Plombier Rezé 2026 — Devis Gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,40 plombiers vérifiés à Rezé (Loire-Atlantique). 60€–90€/h. Comparez et demandez un devis gratuit.,98,1,true
20,https://servicesartisans.fr/services/serrurier/pia,Serrurier Pia (66) — Devis 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Besoin d'un serrurier à Pia ? 11 artisans vérifiés, 80€–150€/h. Devis gratuit et réponse rapide.",96,1,true
20,https://servicesartisans.fr/services/electricien/habsheim,Électricien à Habsheim : 4 Pros + Devis | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Électricien à Habsheim : 4 pros vérifiés SIREN, 50€–80€. Devis gratuit, sans engagement.",88,1,true
20,https://servicesartisans.fr/services/chauffagiste/forbach,Chauffagiste Forbach (57) — Devis 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,20 chauffagistes vérifiés à Forbach (Moselle). 60€–100€/h. Comparez et demandez un devis gratuit.,97,1,true
20,https://servicesartisans.fr/services/plombier/bessancourt,Plombier Bessancourt 2026 : 11 Artisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Trouvez un plombier à Bessancourt. 11 artisans vérifiés, tarifs de 60€–90€. Devis gratuit en 2 min.",99,1,true
20,https://servicesartisans.fr/services/electricien/vesoul,Électricien à Vesoul : 10 Pros + Devis | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Électricien à Vesoul : 10 pros vérifiés SIREN, 50€–80€. Devis gratuit, sans engagement.",87,1,true
20,https://servicesartisans.fr/services/serrurier/lamballe-armor,Serrurier Lamballe-Armor 2026 — Devis Gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Lamballe-Armor (22) : 1 serruriers vérifiés. Prix : 80€–150€. Devis gratuit.,76,1,true
20,https://servicesartisans.fr/services/chauffagiste/guebwiller,Chauffagiste Guebwiller 2026 — Devis Gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Guebwiller (68) : 11 chauffagistes vérifiés. Prix : 60€–100€. Devis gratuit.,76,1,true
20,https://servicesartisans.fr/services/electricien/ligne,Électricien Ligné (44) — Devis 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Ligné (44) : 6 électriciens vérifiés. Prix : 50€–80€. Devis gratuit.,68,1,true
20,https://servicesartisans.fr/services/electricien/creil,Électricien Creil (60) — Devis 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Creil (60) : 60 électriciens vérifiés. Prix : 50€–80€. Devis gratuit.,69,1,true
20,https://servicesartisans.fr/services/plombier/aizenay,Plombier Aizenay (85) — Devis 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Besoin d'un plombier à Aizenay ? 8 artisans vérifiés, 60€–90€/h. Devis gratuit et réponse rapide.",97,1,true
20,https://servicesartisans.fr/services/plombier/douai,Plombier Douai 2026 — Devis Gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,14 plombiers vérifiés à Douai (Nord). 60€–90€/h. Comparez et demandez un devis gratuit.,87,1,true
20,https://servicesartisans.fr/services/serrurier/orly,Serrurier à Orly — Devis Gratuit 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,9 serruriers vérifiés à Orly (Val-de-Marne). 80€–150€/h. Comparez et demandez un devis gratuit.,95,1,true
20,https://servicesartisans.fr/services/serrurier/marles-les-mines,Serrurier Marles-les-Mines (62) — Devis 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Serrurier à Marles-les-Mines (62) : artisans vérifiés SIREN, 80€–150€. Devis gratuit.",85,1,true
20,https://servicesartisans.fr/services/serrurier/auxerre,Serrurier à Auxerre : 1 Pros + Devis | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Auxerre (89) : 1 serruriers vérifiés. Prix : 80€–150€. Devis gratuit.,69,1,true
20,https://servicesartisans.fr/services/serrurier/rocbaron,Serrurier Rocbaron (83) — Devis 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Rocbaron (83) : 1 serruriers vérifiés. Prix : 80€–150€. Devis gratuit.,70,1,true
20,https://servicesartisans.fr/services/serrurier/malemort,Serrurier à Malemort : 8 Pros + Devis | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Trouvez un serrurier à Malemort. 8 artisans vérifiés, tarifs de 80€–150€. Devis gratuit en 2 min.",97,1,true
20,https://servicesartisans.fr/services/electricien/beauzelle,Électricien à Beauzelle — Devis Gratuit 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Électricien à Beauzelle : 15 pros vérifiés SIREN, 50€–80€. Devis gratuit, sans engagement.",90,1,true
20,https://servicesartisans.fr/services/electricien/milhaud,Électricien Milhaud (30) — Devis 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Électricien à Milhaud : 16 pros vérifiés SIREN, 50€–80€. Devis gratuit, sans engagement.",88,1,true
20,https://servicesartisans.fr/services/electricien/lamorlaye,Électricien à Lamorlaye : 12 Pros + Devis | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Lamorlaye (60) : 12 électriciens vérifiés. Prix : 50€–80€. Devis gratuit.,73,1,true
20,https://servicesartisans.fr/services/plombier/villerest,Plombier à Villerest : 4 Pros + Devis | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Trouvez un plombier à Villerest. 4 artisans vérifiés, tarifs de 60€–90€. Devis gratuit en 2 min.",96,1,true
20,https://servicesartisans.fr/services/serrurier/gignac,Serrurier Gignac 2026 — Devis Gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,3 serruriers vérifiés à Gignac (Hérault). 80€–150€/h. Comparez et demandez un devis gratuit.,92,1,true
20,https://servicesartisans.fr/services/plombier/eragny,Plombier Éragny (95) — Devis 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Trouvez un plombier à Éragny. 16 artisans vérifiés, tarifs de 60€–90€. Devis gratuit en 2 min.",94,1,true
20,https://servicesartisans.fr/services/chauffagiste/osny,Chauffagiste à Osny — Devis Gratuit 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Chauffagiste à Osny : 7 pros vérifiés SIREN, 60€–100€. Devis gratuit, sans engagement.",86,1,true
20,https://servicesartisans.fr/services/serrurier/limay,Serrurier à Limay — Devis Gratuit 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,5 serruriers vérifiés à Limay (Yvelines). 80€–150€/h. Comparez et demandez un devis gratuit.,92,1,true
20,https://servicesartisans.fr/services/plombier/valdahon,Plombier Valdahon (25) — Devis 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,1 plombiers vérifiés à Valdahon (Doubs). 60€–90€/h. Comparez et demandez un devis gratuit.,90,1,true
20,https://servicesartisans.fr/services/serrurier/velaux,Serrurier à Velaux — Devis Gratuit 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Trouvez un serrurier à Velaux. 4 artisans vérifiés, tarifs de 80€–150€. Devis gratuit en 2 min.",95,1,true
20,https://servicesartisans.fr/services/serrurier/bezannes,Serrurier Bezannes 2026 : 3 Artisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Serrurier à Bezannes : 3 pros vérifiés SIREN, 80€–150€. Devis gratuit, sans engagement.",87,1,true
20,https://servicesartisans.fr/services/serrurier/ronchin,Serrurier Ronchin 2026 — Devis Gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Serrurier à Ronchin. 80€–150€/h. Professionnels vérifiés SIREN. Devis gratuit.,78,1,true
20,https://servicesartisans.fr/services/chauffagiste/bondy,Chauffagiste Bondy 2026 — Devis Gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Trouvez un chauffagiste à Bondy. 42 artisans vérifiés, tarifs de 60€–100€. Devis gratuit en 2 min.",98,1,true
20,https://servicesartisans.fr/services/plombier/quincy-voisins,Plombier Quincy-Voisins 2026 : 6 Artisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Plombier à Quincy-Voisins : 6 pros vérifiés SIREN, 60€–90€. Devis gratuit, sans engagement.",91,1,true
20,https://servicesartisans.fr/services/chauffagiste/biot,Chauffagiste à Biot : 5 Pros + Devis | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Biot (06) : 5 chauffagistes vérifiés. Prix : 60€–100€. Devis gratuit.,69,1,true
20,https://servicesartisans.fr/services/plombier/morangis,Plombier à Morangis : 20 Pros + Devis | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Besoin d'un plombier à Morangis ? 20 artisans vérifiés, 60€–90€/h. Devis gratuit et réponse rapide.",99,1,true
20,https://servicesartisans.fr/services/electricien/montauban-de-bretagne,Électricien Montauban-de-Bretagne 2026 : 9 Artisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Montauban-de-Bretagne (35) : 9 électriciens vérifiés. Prix : 50€–80€. Devis gratuit.,84,1,true
20,https://servicesartisans.fr/services/chauffagiste/guenange,Chauffagiste Guénange 2026 — Devis Gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,8 chauffagistes vérifiés à Guénange (Moselle). 60€–100€/h. Comparez et demandez un devis gratuit.,97,1,true
20,https://servicesartisans.fr/services/electricien/drap,Électricien Drap 2026 — Devis Gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Trouvez un électricien à Drap. 14 artisans vérifiés, tarifs de 50€–80€. Devis gratuit en 2 min.",95,1,true
20,https://servicesartisans.fr/services/serrurier/montreuil-juigne,Serrurier Montreuil-Juigné (49) — Devis 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Besoin d'un serrurier à Montreuil-Juigné ? Artisans vérifiés, tarifs de 80€–150€. Devis gratuit.",96,1,true
20,https://servicesartisans.fr/services/chauffagiste/les-hauts-d-anjou,Chauffagiste à Les Hauts-d'Anjou — Devis Gratuit 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Chauffagiste à Les Hauts-d'Anjou : 2 pros vérifiés SIREN, 60€–100€. Devis gratuit, sans engagement.",99,1,true
20,https://servicesartisans.fr/services/electricien/chambly,Électricien Chambly 2026 — Devis Gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Chambly (60) : 25 électriciens vérifiés. Prix : 50€–80€. Devis gratuit.,71,1,true
20,https://servicesartisans.fr/services/serrurier/blanzy,Serrurier à Blanzy : 1 Pros + Devis | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Trouvez un serrurier à Blanzy. 1 artisans vérifiés, tarifs de 80€–150€. Devis gratuit en 2 min.",95,1,true
20,https://servicesartisans.fr/services/plombier/melesse,Plombier à Melesse — Devis Gratuit 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Besoin d'un plombier à Melesse ? 2 artisans vérifiés, 60€–90€/h. Devis gratuit et réponse rapide.",97,1,true
20,https://servicesartisans.fr/services/plombier/tresses,Plombier Tresses (33) — Devis 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Besoin d'un plombier à Tresses ? 9 artisans vérifiés, 60€–90€/h. Devis gratuit et réponse rapide.",97,1,true
20,https://servicesartisans.fr/services/chauffagiste/redon,Chauffagiste à Redon : 3 Pros + Devis | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Redon (35) : 3 chauffagistes vérifiés. Prix : 60€–100€. Devis gratuit.,70,1,true
20,https://servicesartisans.fr/services/serrurier/embrun,Serrurier à Embrun — Artisans 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Serrurier à Embrun. 80€–150€/h. Professionnels vérifiés SIREN. Devis gratuit.,77,1,true
20,https://servicesartisans.fr/services/electricien/gray,Électricien Gray (70) — Devis 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Besoin d'un électricien à Gray ? 6 artisans vérifiés, 50€–80€/h. Devis gratuit et réponse rapide.",97,1,true
20,https://servicesartisans.fr/services/electricien/aiffres,Électricien Aiffres 2026 — Devis Gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Électricien à Aiffres : 5 pros vérifiés SIREN, 50€–80€. Devis gratuit, sans engagement.",87,1,true
20,https://servicesartisans.fr/services/plombier/yssingeaux,Plombier Yssingeaux 2026 — Devis Gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Yssingeaux (43) : 5 plombiers vérifiés. Prix : 60€–90€. Devis gratuit.,70,1,true
20,https://servicesartisans.fr/services/electricien/la-cadiere-d-azur,Électricien La Cadière-d'Azur 2026 — Devis Gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,La Cadière-d'Azur (83) : 13 électriciens vérifiés. Prix : 50€–80€. Devis gratuit.,81,1,true
