bucket,keyword,volume,kd,sa_pos,best_competitor,best_pos,best_url
lookalike,comment suivre sa production photovoltaïque,250,3,,sonergia,5,https://sonergia.fr/conseils-travaux/solaire/panneaux-photovoltaiques/comment-suivre-sa-production-photovoltaique/
lookalike,chauffage au fioul interdit,200,2,,sonergia,3,https://sonergia.fr/conseils-travaux/chauffage/chaudiere-au-fioul/interdiction-de-la-chaudiere-au-fioul-quen-est-il/
lookalike,meilleur isolant phonique plafond,200,1,,sonergia,1,https://sonergia.fr/conseils-travaux/isolation/isolation-phonique/isoler-un-plafond-du-bruit-enjeux-et-methode/
lookalike,isolation sol garage,200,0,,sonergia,2,https://sonergia.fr/conseils-travaux/isolation/sol/comment-et-pourquoi-realiser-lisolation-du-sol-de-votre-garage/
lookalike,meilleur isolant phonique mur mitoyen,200,1,,sonergia,1,https://sonergia.fr/conseils-travaux/isolation/isolation-phonique/comment-isoler-phoniquement-un-mur-entre-voisins/
lookalike,norme isolation mur,200,0,,sonergia,4,https://sonergia.fr/conseils-travaux/isolation/mur/quelle-epaisseur-pour-lisolation-dun-mur-interieur/
lookalike,comment isoler un sol déjà carrelé,200,0,,sonergia,3,https://sonergia.fr/conseils-travaux/isolation/sol/comment-isoler-un-sol-deja-carrele-les-solutions/
lookalike,prix entretien poele a granule,200,0,,sonergia,3,https://sonergia.fr/conseils-travaux/chauffage/poele-a-granules/tarif-dentretien-dun-poele-a-granules-tous-les-prix-a-prevoir/
lookalike,laine de roche isolation phonique,200,0,,sonergia,4,https://sonergia.fr/conseils-travaux/isolation/isolation-phonique/fibre-de-bois-ou-laine-de-roche-quel-isolant-choisir-pour-lisolation-phonique/
lookalike,isolation sol béton,200,0,,sonergia,3,https://sonergia.fr/conseils-travaux/isolation/sol/comment-realiser-lisolation-thermique-de-votre-sol-en-beton/
lookalike,dpe pour vente,200,36,,sonergia,3,https://sonergia.fr/guide-des-aides/reglementation/le-dpe-est-il-obligatoire-pour-la-vente-dun-logement/
lookalike,prix pompe à chaleur maison 120m2,200,0,,sonergia,5,https://sonergia.fr/conseils-travaux/chauffage/pompe-a-chaleur/prix-pompe-a-chaleur-maison-120-m%C2%B2-couts-dinstallation-aides/
lookalike,isolation des murs intérieurs,200,2,,sonergia,2,https://sonergia.fr/conseils-travaux/isolation/mur/quelle-epaisseur-pour-lisolation-dun-mur-interieur/
lookalike,prix chaudiere electrique,200,0,,sonergia,5,https://sonergia.fr/conseils-travaux/chauffage/chaudiere-electrique/chaudiere-electrique-un-bon-choix/
lookalike,isoler une dalle béton par dessus,150,0,,sonergia,1,https://sonergia.fr/conseils-travaux/isolation/sol/comment-realiser-lisolation-thermique-de-votre-sol-en-beton/
lookalike,système solaire combiné pompe à chaleur,150,0,,sonergia,1,https://sonergia.fr/conseils-travaux/chauffage/pompe-a-chaleur/cest-quoi-un-systeme-solaire-combine-avec-pompe-a-chaleur/
lookalike,ma prime renov residence secondaire,150,0,,sonergia,1,https://sonergia.fr/guide-des-aides/autres-aides/residence-secondaire-quelles-aides-pour-renover/
lookalike,ma prime renov locataire,150,12,,sonergia,1,https://sonergia.fr/guide-des-aides/primes-energie/prime-energie-cee/la-prime-energie-une-aide-a-la-renovation-accessible-aux-locataires/
lookalike,aide rénovation maison ancienne,150,43,,sonergia,1,https://sonergia.fr/guide-des-aides/autres-aides/5-aides-financieres-pour-renover-une-maison-ancienne/
lookalike,pompe a chaleur solaire,150,0,,sonergia,3,https://sonergia.fr/conseils-travaux/chauffage/pompe-a-chaleur/cest-quoi-un-systeme-solaire-combine-avec-pompe-a-chaleur/
lookalike,isolant fin mur,150,0,,sonergia,4,https://sonergia.fr/conseils-travaux/isolation/mur/quelle-isolation-mince-pour-les-murs-interieurs/
lookalike,isolation mur humide,150,0,,sonergia,4,https://sonergia.fr/conseils-travaux/isolation/mur/comment-isoler-un-mur-humide-diagnostic-et-solutions/
lookalike,pompe a chaleur 1 euros,150,0,,sonergia,4,https://sonergia.fr/conseils-travaux/chauffage/pompe-a-chaleur/pompe-a-chaleur-a-1-e-opportunite-ou-arnaque/
lookalike,isolant interieur fin,150,0,,sonergia,3,https://sonergia.fr/conseils-travaux/isolation/mur/quelle-isolation-mince-pour-les-murs-interieurs/
lookalike,isolant phonique plancher,150,0,,sonergia,5,https://sonergia.fr/conseils-travaux/isolation/isolation-phonique/les-solutions-pour-isoler-phoniquement-un-sol/
lookalike,interdiction chaudière fioul,150,1,,sonergia,3,https://sonergia.fr/conseils-travaux/chauffage/chaudiere-au-fioul/interdiction-de-la-chaudiere-au-fioul-quen-est-il/
lookalike,isolation phonique plancher,150,0,,sonergia,5,https://sonergia.fr/conseils-travaux/isolation/isolation-phonique/les-solutions-pour-isoler-phoniquement-un-sol/
lookalike,interdiction chaudiere fioul,150,1,,sonergia,4,https://sonergia.fr/conseils-travaux/chauffage/chaudiere-au-fioul/interdiction-de-la-chaudiere-au-fioul-quen-est-il/
lookalike,retour sur investissement panneau solaire,150,12,,sonergia,3,https://sonergia.fr/conseils-travaux/solaire/panneaux-photovoltaiques/panneaux-solaires-quel-est-le-retour-sur-investissement/
lookalike,isolation dalle béton intérieur,150,0,,sonergia,3,https://sonergia.fr/conseils-travaux/isolation/sol/comment-realiser-lisolation-thermique-de-votre-sol-en-beton/
lookalike,isolation par l'intérieur épaisseur,150,0,,sonergia,4,https://sonergia.fr/conseils-travaux/isolation/mur/quelle-epaisseur-pour-lisolation-dun-mur-interieur/
lookalike,chaudière fioul condensation interdite,150,0,,sonergia,4,https://sonergia.fr/conseils-travaux/chauffage/chaudiere-au-fioul/interdiction-de-la-chaudiere-au-fioul-quen-est-il/
lookalike,suivi production panneau solaire,150,2,,sonergia,4,https://sonergia.fr/conseils-travaux/solaire/panneaux-photovoltaiques/comment-suivre-sa-production-photovoltaique/
lookalike,pompe à chaleur air-eau prix,150,2,,sonergia,5,https://sonergia.fr/conseils-travaux/chauffage/pompe-a-chaleur/prix-pompe-a-chaleur-air-eau-quel-budget-moyen-prevoir/
lookalike,prix pompe à chaleur géothermique,150,0,,sonergia,5,https://sonergia.fr/conseils-travaux/chauffage/pompe-a-chaleur/prix-pompe-a-chaleur-eau-eau-quel-budget-pour-votre-chauffage/
lookalike,pompe à chaleur 1 €,150,0,,sonergia,5,https://sonergia.fr/conseils-travaux/chauffage/pompe-a-chaleur/pompe-a-chaleur-a-1-e-opportunite-ou-arnaque/
lookalike,dpe vente appartement,150,36,,sonergia,4,https://sonergia.fr/guide-des-aides/reglementation/le-dpe-est-il-obligatoire-pour-la-vente-dun-logement/
lookalike,meilleur chauffage maison,150,3,,sonergia,5,https://sonergia.fr/conseils-travaux/chauffage/quel-systeme-de-chauffage-choisir-le-comparatif-complet/
lookalike,aide rénovation propriétaire bailleur,150,2,,sonergia,5,https://sonergia.fr/guide-des-aides/autres-aides/proprietaires-bailleurs-quelles-sont-les-aides-pour-renover-votre-logement-locatif/
lookalike,mur isolation phonique,150,1,,sonergia,4,https://sonergia.fr/conseils-travaux/isolation/isolation-phonique/comment-isoler-phoniquement-un-mur-entre-voisins/
lookalike,isolation phonique mur mitoyen sans travaux,150,0,,sonergia,2,https://sonergia.fr/conseils-travaux/isolation/isolation-phonique/comment-isoler-phoniquement-un-mur-entre-voisins/
lookalike,isolation sol beton,100,0,,sonergia,1,https://sonergia.fr/conseils-travaux/isolation/sol/comment-realiser-lisolation-thermique-de-votre-sol-en-beton/
lookalike,isolation sous-sol humide,100,0,,sonergia,1,https://sonergia.fr/conseils-travaux/isolation/sol/comment-realiser-lisolation-dun-sous-sol-humide-les-solutions/
lookalike,prix de la tonne de granulés,100,1,,sonergia,1,https://sonergia.fr/conseils-travaux/chauffage/poele-a-granules/prix-des-granules-de-bois-evolution-tarifs-et-perspectives/
lookalike,isoler un mur phoniquement,100,0,,sonergia,2,https://sonergia.fr/conseils-travaux/isolation/isolation-phonique/comment-isoler-phoniquement-un-mur-entre-voisins/
lookalike,chaudière électrique pour plancher chauffant,100,0,,sonergia,3,https://sonergia.fr/conseils-travaux/chauffage/chaudiere-electrique/chaudiere-electrique-un-bon-choix/
lookalike,isolation chape beton,100,0,,sonergia,3,https://sonergia.fr/conseils-travaux/isolation/sol/comment-realiser-lisolation-thermique-de-votre-sol-en-beton/
lookalike,isolation cave humide,100,0,,sonergia,3,https://sonergia.fr/conseils-travaux/isolation/sol/comment-realiser-lisolation-dun-sous-sol-humide-les-solutions/
lookalike,isolation mur mitoyen,100,0,,sonergia,2,https://sonergia.fr/conseils-travaux/isolation/isolation-phonique/comment-isoler-phoniquement-un-mur-entre-voisins/
lookalike,comment isoler une dalle béton en rénovation,100,0,,sonergia,3,https://sonergia.fr/conseils-travaux/isolation/sol/comment-realiser-lisolation-thermique-de-votre-sol-en-beton/
lookalike,isoler plafond sous sol,100,0,,sonergia,5,https://sonergia.fr/conseils-travaux/isolation/sol/isolation-du-plafond-dun-sous-sol-des-economies-a-la-cle/
lookalike,isolation bruit mur,100,0,,sonergia,4,https://sonergia.fr/conseils-travaux/isolation/isolation-phonique/comment-isoler-phoniquement-un-mur-entre-voisins/
lookalike,prix chaudiere biomasse,100,0,,sonergia,3,https://sonergia.fr/conseils-travaux/chauffage/chaudiere-biomasse/prix-dune-chaudiere-biomasse-tout-pour-etablir-votre-budget/
lookalike,comment isoler un sous sol,100,0,,sonergia,3,https://sonergia.fr/conseils-travaux/isolation/sol/comment-realiser-lisolation-dun-sous-sol-humide-les-solutions/
lookalike,chauffage fuel interdit,100,2,,sonergia,3,https://sonergia.fr/conseils-travaux/chauffage/chaudiere-au-fioul/interdiction-de-la-chaudiere-au-fioul-quen-est-il/
lookalike,combien de temps pour devenir rge,100,0,,sonergia,3,https://sonergia.fr/professionnels/devenir-rge/rge-combien-de-temps-pour-devenir-une-entreprise-certifiee/
lookalike,dpe achat maison,100,36,,sonergia,3,https://sonergia.fr/guide-des-aides/reglementation/le-dpe-est-il-obligatoire-pour-la-vente-dun-logement/
lookalike,prime renov locataire,100,2,,sonergia,4,https://sonergia.fr/guide-des-aides/primes-energie/prime-energie-cee/la-prime-energie-une-aide-a-la-renovation-accessible-aux-locataires/
lookalike,isolation sur dalle béton,100,0,,sonergia,3,https://sonergia.fr/conseils-travaux/isolation/sol/comment-realiser-lisolation-thermique-de-votre-sol-en-beton/
lookalike,isolant mur interieur,100,1,,sonergia,5,https://sonergia.fr/conseils-travaux/isolation/mur/quelle-epaisseur-pour-lisolation-dun-mur-interieur/
lookalike,isolation chaleur été,100,0,,sonergia,4,https://sonergia.fr/conseils-travaux/isolation/materiaux-isolants/confort-dete-les-meilleurs-isolants-contre-la-chaleur/
lookalike,dpe obligatoire vente maison,100,37,,sonergia,4,https://sonergia.fr/guide-des-aides/reglementation/le-dpe-est-il-obligatoire-pour-la-vente-dun-logement/
lookalike,chauffage non électrique,100,0,,sonergia,4,https://sonergia.fr/conseils-travaux/chauffage/chauffage-dappoint-economique-plus-de-confort-sans-vous-ruiner/
lookalike,dpe g vente,100,0,,sonergia,2,https://sonergia.fr/conseils-travaux/isolation/passoires-thermiques/la-vente-dune-passoire-thermique-est-elle-interdite/
lookalike,durée de vie panneaux solaires thermiques,100,3,,sonergia,5,https://sonergia.fr/conseils-travaux/solaire/panneaux-thermiques/quelle-est-la-duree-de-vie-dun-panneau-solaire-thermique/
lookalike,epaisseur isolation dalle beton,100,0,,sonergia,5,https://sonergia.fr/conseils-travaux/isolation/sol/comment-realiser-lisolation-thermique-de-votre-sol-en-beton/
lookalike,épaisseur isolant mur intérieur,100,0,,sonergia,5,https://sonergia.fr/conseils-travaux/isolation/mur/quelle-epaisseur-pour-lisolation-dun-mur-interieur/
lookalike,dpe obligatoire pour vente maison,100,8,,sonergia,4,https://sonergia.fr/guide-des-aides/reglementation/le-dpe-est-il-obligatoire-pour-la-vente-dun-logement/
lookalike,aide propriétaire bailleur,100,3,,sonergia,5,https://sonergia.fr/guide-des-aides/autres-aides/proprietaires-bailleurs-quelles-sont-les-aides-pour-renover-votre-logement-locatif/
lookalike,prime renov residence secondaire,90,0,,sonergia,5,https://sonergia.fr/guide-des-aides/autres-aides/residence-secondaire-quelles-aides-pour-renover/
lookalike,dpeb,90,0,,sonergia,1,https://sonergia.fr/nous-decouvrir/efficacite-energetique/revision-de-la-directive-sur-la-performance-energetique-des-batiments-sonergia-fait-le-point/
lookalike,isolation intérieure mince,90,0,,sonergia,1,https://sonergia.fr/conseils-travaux/isolation/mur/quelle-isolation-mince-pour-les-murs-interieurs/
lookalike,pac solaire,90,1,,sonergia,2,https://sonergia.fr/conseils-travaux/chauffage/pompe-a-chaleur/cest-quoi-un-systeme-solaire-combine-avec-pompe-a-chaleur/
lookalike,isolation thermique sur carrelage existant,90,0,,sonergia,3,https://sonergia.fr/conseils-travaux/isolation/sol/comment-isoler-un-sol-deja-carrele-les-solutions/
lookalike,isolation mur sous sol,90,0,,sonergia,2,https://sonergia.fr/conseils-travaux/isolation/sol/comment-realiser-lisolation-dun-sous-sol-humide-les-solutions/
lookalike,isolant contre la chaleur,90,0,,sonergia,3,https://sonergia.fr/conseils-travaux/isolation/materiaux-isolants/confort-dete-les-meilleurs-isolants-contre-la-chaleur/
lookalike,nouveau dpe petite surface,90,10,,sonergia,2,https://sonergia.fr/guide-des-aides/reglementation/dpe-et-petites-surfaces-quel-impact-du-nouveau-mode-de-calcul/
lookalike,fioul interdit,90,1,,sonergia,3,https://sonergia.fr/conseils-travaux/chauffage/chaudiere-au-fioul/interdiction-de-la-chaudiere-au-fioul-quen-est-il/
lookalike,prix chaudière biomasse,90,0,,sonergia,3,https://sonergia.fr/conseils-travaux/chauffage/chaudiere-biomasse/prix-dune-chaudiere-biomasse-tout-pour-etablir-votre-budget/
lookalike,tarif installation pompe a chaleur,90,1,,sonergia,4,https://sonergia.fr/conseils-travaux/chauffage/pompe-a-chaleur/prix-pompe-a-chaleur-air-eau-quel-budget-moyen-prevoir/
lookalike,prime etat panneau solaire,90,9,,sonergia,4,https://sonergia.fr/conseils-travaux/solaire/panneaux-photovoltaiques/qui-verse-la-prime-a-lautoconsommation/
lookalike,pompe à chaleur cop 10,90,1,,sonergia,4,https://sonergia.fr/conseils-travaux/chauffage/pompe-a-chaleur/cop-pompe-a-chaleur-un-coefficient-de-performance-de-reference/
lookalike,meilleur isolant phonique extérieur,90,0,,sonergia,4,https://sonergia.fr/conseils-travaux/isolation/isolation-phonique/fibre-de-bois-ou-laine-de-roche-quel-isolant-choisir-pour-lisolation-phonique/
lookalike,diagnostic dpe vente maison,90,36,,sonergia,4,https://sonergia.fr/guide-des-aides/reglementation/le-dpe-est-il-obligatoire-pour-la-vente-dun-logement/
lookalike,isolation paille inconvénients,90,0,,sonergia,4,https://sonergia.fr/conseils-travaux/isolation/materiaux-isolants/la-paille-lisolation-ecologique-par-excellence/
lookalike,comment supprimer un pont thermique,90,1,,sonergia,5,https://sonergia.fr/conseils-travaux/isolation/3-solutions-pour-supprimer-les-ponts-thermiques/
lookalike,pompe a chaleur puissance,90,0,,sonergia,5,https://sonergia.fr/conseils-travaux/chauffage/pompe-a-chaleur/quelle-puissance-electrique-choisir-pour-une-pompe-a-chaleur-air-eau/
lookalike,coefficient isolation thermique matériaux,90,3,,sonergia,5,https://sonergia.fr/conseils-travaux/isolation/quel-coefficient-de-resistance-thermique-pour-bien-isoler/
lookalike,isolation plafond cave humide,90,0,,sonergia,4,https://sonergia.fr/conseils-travaux/isolation/sol/comment-realiser-lisolation-dun-sous-sol-humide-les-solutions/
lookalike,isolant phonique mur mitoyen,80,0,,sonergia,1,https://sonergia.fr/conseils-travaux/isolation/isolation-phonique/comment-isoler-phoniquement-un-mur-entre-voisins/
lookalike,quel est le meilleur chauffage,80,3,,sonergia,1,https://sonergia.fr/conseils-travaux/chauffage/quel-systeme-de-chauffage-choisir-le-comparatif-complet/
lookalike,comment isoler un mur intérieur avec isolant mince,80,0,,sonergia,1,https://sonergia.fr/conseils-travaux/isolation/mur/quelle-isolation-mince-pour-les-murs-interieurs/
lookalike,montant prime cee pompe à chaleur,80,3,,sonergia,1,https://sonergia.fr/guide-des-aides/primes-energie/prime-energie-cee/prime-energie-les-montants-pour-une-pompe-a-chaleur/
lookalike,isoler du bruit un mur,80,1,,sonergia,1,https://sonergia.fr/conseils-travaux/isolation/isolation-phonique/comment-isoler-phoniquement-un-mur-entre-voisins/
lookalike,prix pose pompe a chaleur air eau,80,3,,sonergia,1,https://sonergia.fr/conseils-travaux/chauffage/pompe-a-chaleur/prix-pompe-a-chaleur-air-eau-quel-budget-moyen-prevoir/
lookalike,pompe à chaleur 1 euro,80,0,,sonergia,2,https://sonergia.fr/conseils-travaux/chauffage/pompe-a-chaleur/pompe-a-chaleur-a-1-e-opportunite-ou-arnaque/
lookalike,comment isoler une dalle béton,80,0,,sonergia,3,https://sonergia.fr/conseils-travaux/isolation/sol/comment-realiser-lisolation-thermique-de-votre-sol-en-beton/
lookalike,cout entretien poele a granule,80,0,,sonergia,3,https://sonergia.fr/conseils-travaux/chauffage/poele-a-granules/tarif-dentretien-dun-poele-a-granules-tous-les-prix-a-prevoir/
lookalike,isoler un mur humide enterré,80,0,,sonergia,3,https://sonergia.fr/conseils-travaux/isolation/sol/comment-realiser-lisolation-dun-sous-sol-humide-les-solutions/
lookalike,isolant fin pour mur intérieur,80,0,,sonergia,3,https://sonergia.fr/conseils-travaux/isolation/mur/quelle-isolation-mince-pour-les-murs-interieurs/
lookalike,isolant mince polyuréthane,80,0,,sonergia,3,https://sonergia.fr/conseils-travaux/isolation/materiaux-isolants/le-polyurethane-lisolation-mince-par-excellence/
lookalike,panneau fibre de bois acoustique,80,0,,sonergia,3,https://sonergia.fr/conseils-travaux/isolation/isolation-phonique/fibre-de-bois-ou-laine-de-roche-quel-isolant-choisir-pour-lisolation-phonique/
lookalike,isolation rampant de toiture à 1 euro,80,1,,sonergia,4,https://sonergia.fr/conseils-travaux/isolation/combles/lisolation-des-combles-a-1-euro-toujours-dactualite/
lookalike,pompe à chaleur eau eau prix,80,0,,sonergia,5,https://sonergia.fr/conseils-travaux/chauffage/pompe-a-chaleur/prix-pompe-a-chaleur-eau-eau-quel-budget-pour-votre-chauffage/
lookalike,dalle beton isolée,80,0,,sonergia,5,https://sonergia.fr/conseils-travaux/isolation/sol/comment-realiser-lisolation-thermique-de-votre-sol-en-beton/
lookalike,pompe a chaleur gratuite,80,1,,sonergia,4,https://sonergia.fr/conseils-travaux/chauffage/pompe-a-chaleur/pompe-a-chaleur-a-1-e-opportunite-ou-arnaque/
lookalike,prix remplacement chaudière fioul par pompe à chaleur,80,0,,sonergia,5,https://sonergia.fr/conseils-travaux/chauffage/chaudiere-au-fioul/combien-coute-le-remplacement-dune-chaudiere-au-fioul/
lookalike,tarif granulés bois,80,8,,sonergia,5,https://sonergia.fr/conseils-travaux/chauffage/poele-a-granules/prix-des-granules-de-bois-evolution-tarifs-et-perspectives/
lookalike,comment isoler un mur phoniquement,70,0,,sonergia,1,https://sonergia.fr/conseils-travaux/isolation/isolation-phonique/comment-isoler-phoniquement-un-mur-entre-voisins/
lookalike,dpe minimum pour louer,70,10,,sonergia,1,https://sonergia.fr/guide-des-aides/reglementation/dpe-et-location-quelles-obligations-en-2024/
lookalike,fibre de bois isolation phonique,70,0,,sonergia,1,https://sonergia.fr/conseils-travaux/isolation/isolation-phonique/fibre-de-bois-ou-laine-de-roche-quel-isolant-choisir-pour-lisolation-phonique/
lookalike,isolation phonique murs,70,2,,sonergia,2,https://sonergia.fr/conseils-travaux/isolation/isolation-phonique/comment-isoler-phoniquement-un-mur-entre-voisins/
lookalike,quelle épaisseur de laine de verre pour isoler un mur,70,0,,sonergia,4,https://sonergia.fr/conseils-travaux/isolation/materiaux-isolants/lepaisseur-de-laine-de-verre-ideale-pour-isoler/
lookalike,isolant sol garage,70,0,,sonergia,4,https://sonergia.fr/conseils-travaux/isolation/sol/comment-et-pourquoi-realiser-lisolation-du-sol-de-votre-garage/
lookalike,installation d'un poele a granule,70,0,,sonergia,3,https://sonergia.fr/conseils-travaux/chauffage/poele-a-granules/poele-a-granules-les-cles-dune-installation-optimisee/
lookalike,entretien poele a granule prix,70,0,,sonergia,3,https://sonergia.fr/conseils-travaux/chauffage/poele-a-granules/tarif-dentretien-dun-poele-a-granules-tous-les-prix-a-prevoir/
lookalike,interdiction chauffage fioul,70,1,,sonergia,2,https://sonergia.fr/conseils-travaux/chauffage/chaudiere-au-fioul/interdiction-de-la-chaudiere-au-fioul-quen-est-il/
lookalike,isoler une dalle béton,70,0,,sonergia,3,https://sonergia.fr/conseils-travaux/isolation/sol/comment-realiser-lisolation-thermique-de-votre-sol-en-beton/
lookalike,chaudiere au fuel interdite,70,1,,sonergia,3,https://sonergia.fr/conseils-travaux/chauffage/chaudiere-au-fioul/interdiction-de-la-chaudiere-au-fioul-quen-est-il/
lookalike,chaudiere fioul interdite,70,1,,sonergia,4,https://sonergia.fr/conseils-travaux/chauffage/chaudiere-au-fioul/interdiction-de-la-chaudiere-au-fioul-quen-est-il/
lookalike,isolant fin et performant,70,1,,sonergia,4,https://sonergia.fr/conseils-travaux/isolation/mur/quelle-isolation-mince-pour-les-murs-interieurs/
lookalike,sonergia prime cee,60,0,,sonergia,1,https://sonergia.fr/guide-des-aides/primes-energie/prime-energie-cee/le-guide-de-la-prime-energie-cee/
lookalike,parquet isolant thermique sur carrelage,60,0,,sonergia,1,https://sonergia.fr/conseils-travaux/isolation/sol/comment-isoler-un-sol-deja-carrele-les-solutions/
