nom,email,telephone,adresse,code_insee,site_web
Espace conseil France Rénov' - Jonzac,energie@haute-saintonge.org,"[{""valeur"": ""05 46 04 84 51"", ""description"": """"}, {""valeur"": ""0 808 800 700"", ""description"": ""Conseillers France Rénov', spécialisés en travaux de rénovation de l'habitat .  Du lundi au vendredi de 9h à 18h. Service gratuit + coût d'un appel. Munissez-vous de votre dernier avis d’imposition.""}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Heurtebise"", ""complement2"": ""Maison de l'Energie de Jonzac"", ""numero_voie"": """", ""service_distribution"": """", ""code_postal"": ""17500"", ""nom_commune"": ""Jonzac"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-0.42818"", ""latitude"": ""45.43283""}]",17197,"[{""libelle"": """", ""valeur"": ""https://www.jonzac-haute-saintonge.com/maison-energie/""}, {""libelle"": """", ""valeur"": ""https://france-renov.gouv.fr/preparer-projet/trouver-conseiller""}]"
Espace conseil France Rénov' - Château-Landon,sure@ccgvl77.fr,"[{""valeur"": ""06 29 35 91 80"", ""description"": """"}, {""valeur"": ""0 808 800 700"", ""description"": ""Conseillers France Rénov', spécialisés en travaux de rénovation de l'habitat .  Du lundi au vendredi de 9h à 18h. Service gratuit + coût d'un appel. Munissez-vous de votre dernier avis d’imposition.""}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Communauté de commune du Gâtinais Val de Loing"", ""complement2"": ""SÛRE"", ""numero_voie"": ""16 route de Souppes"", ""service_distribution"": """", ""code_postal"": ""77570"", ""nom_commune"": ""Château-Landon"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.707980"", ""latitude"": ""48.156857""}]",77099,"[{""libelle"": """", ""valeur"": ""https://www.ccgvl77.fr/lesure""}, {""libelle"": """", ""valeur"": ""https://france-renov.gouv.fr/preparer-projet/trouver-conseiller""}]"
Espace conseil France Rénov' - Mauves,habitat@archeagglo.fr,"[{""valeur"": ""04 75 07 07 57"", ""description"": """"}, {""valeur"": ""0 808 800 700"", ""description"": ""Conseillers France Rénov', spécialisés en travaux de rénovation de l'habitat .  Du lundi au vendredi de 9h à 18h. Service gratuit + coût d'un appel. Munissez-vous de votre dernier avis d’imposition.""}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Communauté d'Agglomération"", ""complement2"": ""ARCHE Agglo MEO"", ""numero_voie"": ""3 rue des Condamines"", ""service_distribution"": """", ""code_postal"": ""07300"", ""nom_commune"": ""Mauves"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""4.832288"", ""latitude"": ""45.032652""}]",07152,"[{""libelle"": """", ""valeur"": ""https://www.archeagglo.fr/vivre-ici/urbanisme-et-habitat/amelioration-du-logement/""}, {""libelle"": """", ""valeur"": ""https://france-renov.gouv.fr/preparer-projet/trouver-conseiller""}]"
Espace conseil France Rénov' - Longuyon,nordlorrain@asso-ler.fr,"[{""valeur"": ""07 48 85 23 01"", ""description"": """"}, {""valeur"": ""0 808 800 700"", ""description"": ""Conseillers France Rénov', spécialisés en travaux de rénovation de l'habitat .  Du lundi au vendredi de 9h à 18h. Service gratuit + coût d'un appel. Munissez-vous de votre dernier avis d’imposition.""}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Maison France Services"", ""complement2"": """", ""numero_voie"": ""2 rue Augistrou"", ""service_distribution"": """", ""code_postal"": ""54260"", ""nom_commune"": ""Longuyon"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""5.60406"", ""latitude"": ""49.444744""}]",54322,"[{""libelle"": """", ""valeur"": ""https://france-renov.gouv.fr/preparer-projet/trouver-conseiller""}, {""libelle"": """", ""valeur"": ""https://asso-ler.fr/nos-missions/pole-renovation/""}]"
Espace conseil France Rénov' - Saint-Laurent-Médoc,energie@creaq.org,"[{""valeur"": ""05 57 95 97 04"", ""description"": ""Accueil téléphonique du lundi au vendredi de 9h à 12h30 et de 13h30 à 17h.""}, {""valeur"": ""0 808 800 700"", ""description"": ""Conseillers France Rénov', spécialisés en travaux de rénovation de l'habitat .  Du lundi au vendredi de 9h à 18h. Service gratuit + coût d'un appel. Munissez-vous de votre dernier avis d’imposition.""}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Plateforme de rénovation énergétique"", ""complement2"": """", ""numero_voie"": ""21 rue du Général de Gaulle"", ""service_distribution"": """", ""code_postal"": ""33112"", ""nom_commune"": ""Saint-Laurent-Médoc"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-0.823013"", ""latitude"": ""45.152088""}]",33424,"[{""libelle"": """", ""valeur"": ""https://www.creaq.org/""}, {""libelle"": """", ""valeur"": ""https://france-renov.gouv.fr/preparer-projet/trouver-conseiller""}]"
Espace conseil France Rénov' - Carhaix-Plouguer,contact@alecob.org,"[{""valeur"": ""02 98 99 27 80"", ""description"": ""Permanence téléphonique : Du lundi au vendredi de 9h à 12h30 et de 13h30 à 17h.""}, {""valeur"": ""0 808 800 700"", ""description"": ""Conseillers France Rénov', spécialisés en travaux de rénovation de l'habitat .  Du lundi au vendredi de 9h à 18h. Service gratuit + coût d'un appel. Munissez-vous de votre dernier avis d’imposition.""}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""ALECOB"", ""complement2"": ""1er étage du centre des Finances Publiques"", ""numero_voie"": ""10 boulevard Jean-Moulin"", ""service_distribution"": """", ""code_postal"": ""29270"", ""nom_commune"": ""Carhaix-Plouguer"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-3.566706"", ""latitude"": ""48.272305""}]",29024,"[{""libelle"": """", ""valeur"": ""https://alecob.jimdofree.com/""}, {""libelle"": """", ""valeur"": ""https://france-renov.gouv.fr/preparer-projet/trouver-conseiller""}]"
Espace conseil France Rénov' - Chessy,sure@vdeagglo.fr,"[{""valeur"": ""01 78 71 40 93"", ""description"": """"}, {""valeur"": ""0 808 800 700"", ""description"": ""Conseillers France Rénov', spécialisés en travaux de rénovation de l'habitat .  Du lundi au vendredi de 9h à 18h. Service gratuit + coût d'un appel. Munissez-vous de votre dernier avis d’imposition.""}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""CA Val d'Europe Agglomération - Maison des Services Publics"", ""complement2"": ""Sûre"", ""numero_voie"": ""27 place d'Ariane"", ""service_distribution"": """", ""code_postal"": ""77700"", ""nom_commune"": ""Chessy"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.773928"", ""latitude"": ""48.856577""}]",77111,"[{""libelle"": """", ""valeur"": ""https://www.valdeuropeagglo.fr/une-plateforme-territoriale-de-la-renovation-energetique/""}, {""libelle"": """", ""valeur"": ""https://france-renov.gouv.fr/preparer-projet/trouver-conseiller""}]"
Espace conseil France Rénov' - Colleville,francerenov@agglo-fecampcauxlittoral.fr,"[{""valeur"": ""02 76 23 60 16"", ""description"": """"}, {""valeur"": ""0 808 800 700"", ""description"": ""Conseillers France Rénov', spécialisés en travaux de rénovation de l'habitat .  Du lundi au vendredi de 9h à 18h. Service gratuit + coût d'un appel. Munissez-vous de votre dernier avis d’imposition.""}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": ""Espace France Rénov'"", ""numero_voie"": ""51 chemin du Parc"", ""service_distribution"": """", ""code_postal"": ""76400"", ""nom_commune"": ""Colleville"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""0.446143"", ""latitude"": ""49.750188""}]",76183,"[{""libelle"": """", ""valeur"": ""https://www.agglo-fecampcauxlittoral.fr/au-quotidien/se-loger-ameliorer-son-habitat/espace-info-energie/""}, {""libelle"": """", ""valeur"": ""https://france-renov.gouv.fr/preparer-projet/trouver-conseiller""}]"
Espace conseil France Rénov' - Arcachon,habitat@agglo-cobas.fr,"[{""valeur"": ""05 56 22 00 34"", ""description"": """"}, {""valeur"": ""0 808 800 700"", ""description"": ""Conseillers France Rénov', spécialisés en travaux de rénovation de l'habitat .  Du lundi au vendredi de 9h à 18h. Service gratuit + coût d'un appel. Munissez-vous de votre dernier avis d’imposition.""}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Service habitat de la Cobas"", ""complement2"": """", ""numero_voie"": ""2 allée d’Espagne"", ""service_distribution"": """", ""code_postal"": ""33120"", ""nom_commune"": ""Arcachon"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-1.174844"", ""latitude"": ""44.657558""}]",33009,"[{""libelle"": """", ""valeur"": ""https://www.agglo-cobas.fr/habitat-solidarite/service-habitat/""}, {""libelle"": """", ""valeur"": ""https://france-renov.gouv.fr/preparer-projet/trouver-conseiller""}]"
Espace conseil France Rénov' - Terval,plui@ccplc.fr,"[{""valeur"": ""02 51 69 61 43"", ""description"": """"}, {""valeur"": ""0 808 800 700"", ""description"": ""Conseillers France Rénov', spécialisés en travaux de rénovation de l'habitat .  Du lundi au vendredi de 9h à 18h. Service gratuit + coût d'un appel. Munissez-vous de votre dernier avis d’imposition.""}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Guichet de l'Habitat  de la Communauté de commune du Pays de La Châtaigneraie"", ""complement2"": ""Les Sources de la Vendée - La Tardière"", ""numero_voie"": ""Route de Parthenay"", ""service_distribution"": """", ""code_postal"": ""85120"", ""nom_commune"": ""Terval"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""0.719387"", ""latitude"": ""46.648781""}]",85289,"[{""libelle"": """", ""valeur"": ""https://www.pays-chataigneraie.fr/guichet-unique-de-lhabitat/""}, {""libelle"": """", ""valeur"": ""https://france-renov.gouv.fr/preparer-projet/trouver-conseiller""}]"
Espace conseil France Rénov' - Valbonne,jerenovemonlogement@agglo-casa.fr,"[{""valeur"": ""04 89 87 73 00"", ""description"": ""Permanences téléphoniques du lundi au vendredi de 9h à 12h30""}, {""valeur"": ""0 808 800 700"", ""description"": ""Conseillers France Rénov', spécialisés en travaux de rénovation de l'habitat .  Du lundi au vendredi de 9h à 18h. Service gratuit + coût d'un appel. Munissez-vous de votre dernier avis d’imposition.""}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""CA de Sophia Antipolis"", ""complement2"": ""Les Genêts"", ""numero_voie"": ""449 route des Crêtes"", ""service_distribution"": """", ""code_postal"": ""06560"", ""nom_commune"": ""Valbonne"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""7.031892"", ""latitude"": ""43.624411""}]",06152,"[{""libelle"": """", ""valeur"": ""https://www.agglo-sophiaantipolis.fr/vivre-et-habiter/ameliorer-et-renover-son-logement""}, {""libelle"": """", ""valeur"": ""https://france-renov.gouv.fr/preparer-projet/trouver-conseiller""}]"
Espace conseil France Rénov' - Lens,mhd@agglo-lenslievin.fr,"[{""valeur"": ""03 21 77 41 41"", ""description"": """"}, {""valeur"": ""0 808 800 700"", ""description"": ""Conseillers France Rénov', spécialisés en travaux de rénovation de l'habitat .  Du lundi au vendredi de 9h à 18h. Service gratuit + coût d'un appel. Munissez-vous de votre dernier avis d’imposition.""}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Maison de l'Habitat Durable de Lens - Liévin"", ""complement2"": """", ""numero_voie"": ""32 rue Jean-Létienne"", ""service_distribution"": """", ""code_postal"": ""62300"", ""nom_commune"": ""Lens"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.824102"", ""latitude"": ""50.429302""}]",62498,"[{""libelle"": """", ""valeur"": ""https://mag.agglo-lenslievin.fr/mhd-architectes-accompagnent/""}, {""libelle"": """", ""valeur"": ""https://france-renov.gouv.fr/preparer-projet/trouver-conseiller""}]"
Espace conseil France Rénov' - Mary-sur-Marne,sure@paysdelourcq.fr,"[{""valeur"": ""06 24 07 11 36"", ""description"": """"}, {""valeur"": ""0 808 800 700"", ""description"": ""Conseillers France Rénov', spécialisés en travaux de rénovation de l'habitat .  Du lundi au vendredi de 9h à 18h. Service gratuit + coût d'un appel. Munissez-vous de votre dernier avis d’imposition.""}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""CC du Payes de l'Ourq"", ""complement2"": ""SURE"", ""numero_voie"": ""6 bis route de la Ferté-sous-Jouarre"", ""service_distribution"": """", ""code_postal"": ""77440"", ""nom_commune"": ""Mary-sur-Marne"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.038105"", ""latitude"": ""49.020716""}]",77280,"[{""libelle"": """", ""valeur"": ""https://www.paysdelourcq.fr/mon-territoire/le-developpement-durable/la-renovation-energetique/""}, {""libelle"": """", ""valeur"": ""https://france-renov.gouv.fr/preparer-projet/trouver-conseiller""}]"
Espace conseil France Rénov' - La Haye,cocmhabitat@cocm.fr,"[{""valeur"": ""02 33 76 58 65"", ""description"": """"}, {""valeur"": ""0 808 800 700"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""COCM Habitat"", ""complement2"": """", ""numero_voie"": ""20 rue des Aubépines"", ""service_distribution"": """", ""code_postal"": ""50250"", ""nom_commune"": ""La Haye"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-1.541601"", ""latitude"": ""49.293104""}]",50236,"[{""libelle"": """", ""valeur"": ""https://www.cocm.fr/fr/au-quotidien/habiter/france-renov.html""}, {""libelle"": """", ""valeur"": ""https://france-renov.gouv.fr/preparer-projet/trouver-conseiller""}]"
Espace conseil France Rénov' - Maroilles,habitat@parc-naturel-avesnois.com,"[{""valeur"": ""07 50 72 00 20"", ""description"": ""Lundi de 9h à 12h30, mardi et mercredi de 9h à 12h30 et de 13h30 à 17h30, jeudi de 9h à 12h.""}, {""valeur"": ""0 808 800 700"", ""description"": ""Conseillers France Rénov', spécialisés en travaux de rénovation de l'habitat .  Du lundi au vendredi de 9h à 18h. Service gratuit + coût d'un appel. Munissez-vous de votre dernier avis d’imposition.""}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Espace Conseil du PNR Avesnois"", ""complement2"": ""Maison du Parc"", ""numero_voie"": ""4 cour de l'Abbaye"", ""service_distribution"": """", ""code_postal"": ""59550"", ""nom_commune"": ""Maroilles"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.758166"", ""latitude"": ""50.133330""}]",59384,"[{""libelle"": """", ""valeur"": ""https://www.parc-naturel-avesnois.fr/blog/2025/05/18/guichet-unique-pour-la-renovation-energetique/""}, {""libelle"": """", ""valeur"": ""https://france-renov.gouv.fr/preparer-projet/trouver-conseiller""}]"
Espace conseil France Rénov' - Guérande,habitat@cap-atlantique.fr,"[{""valeur"": ""02 51 75 77 95"", ""description"": """"}, {""valeur"": ""0 808 800 700"", ""description"": ""Conseillers France Rénov', spécialisés en travaux de rénovation de l'habitat .  Du lundi au vendredi de 9h à 18h. Service gratuit + coût d'un appel. Munissez-vous de votre dernier avis d’imposition.""}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Cap Info Energie"", ""complement2"": """", ""numero_voie"": ""1 place Dolgellau"", ""service_distribution"": """", ""code_postal"": ""44350"", ""nom_commune"": ""Guérande"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-2.416938"", ""latitude"": ""47.325719""}]",44069,"[{""libelle"": """", ""valeur"": ""https://www.cap-atlantique.fr/mon-quotidien/habitat-et-logement/coup-de-pouce-habitat/""}, {""libelle"": """", ""valeur"": ""https://france-renov.gouv.fr/preparer-projet/trouver-conseiller""}]"
Espace conseil France Rénov' - Sète,maisonhabitat@agglopole.fr,"[{""valeur"": ""04 99 04 77 80"", ""description"": """"}, {""valeur"": ""0 808 800 700"", ""description"": ""Conseillers France Rénov', spécialisés en travaux de rénovation de l'habitat .  Du lundi au vendredi de 9h à 18h. Service gratuit + coût d'un appel. Munissez-vous de votre dernier avis d’imposition.""}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Agglopole Méditerrannée"", ""complement2"": ""Maison de l'Habitat Sète"", ""numero_voie"": ""10 rue du 8-Mai-1945"", ""service_distribution"": """", ""code_postal"": ""34200"", ""nom_commune"": ""Sète"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.695360"", ""latitude"": ""43.404739""}]",34301,"[{""libelle"": """", ""valeur"": ""https://www.maisondelhabitat.agglopole.fr/""}, {""libelle"": """", ""valeur"": ""https://france-renov.gouv.fr/preparer-projet/trouver-conseiller""}]"
Espace conseil France Rénov' - Montceau-les-Mines,infoenergie@caue71.fr,"[{""valeur"": ""03 85 69 05 26"", ""description"": ""Permanence téléphonique : du lundi au jeudi, 9h-12h30 / 14h-17h.""}, {""valeur"": ""0 808 800 700"", ""description"": ""Conseillers France Rénov', spécialisés en travaux de rénovation de l'habitat .  Du lundi au vendredi de 9h à 18h. Service gratuit + coût d'un appel. Munissez-vous de votre dernier avis d’imposition.""}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Espace Conseil France Rénov’ du CAUE 71 "", ""complement2"": """", ""numero_voie"": ""6 quai Jules Chagot"", ""service_distribution"": """", ""code_postal"": ""71300"", ""nom_commune"": ""Montceau-les-Mines"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""4.365723"", ""latitude"": ""46.678018""}]",71306,"[{""libelle"": """", ""valeur"": ""https://www.caue71.fr/je-suis-un-particulier/conseiller-permanences-france-renov""}, {""libelle"": """", ""valeur"": ""https://france-renov.gouv.fr/preparer-projet/trouver-conseiller""}]"
Espace conseil France Rénov' - Vaugneray,info@alec-paysmessin.fr,"[{""valeur"": ""03 87 50 82 21"", ""description"": ""ALEC""}, {""valeur"": ""04 78 57 83 80"", ""description"": ""CCVL""}, {""valeur"": ""0 808 800 700"", ""description"": ""Conseillers France Rénov', spécialisés en travaux de rénovation de l'habitat .  Du lundi au vendredi de 9h à 18h. Service gratuit + coût d'un appel. Munissez-vous de votre dernier avis d’imposition.""}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": ""Communauté des valons du Lyonnais"", ""numero_voie"": ""27 chemin du stade"", ""service_distribution"": """", ""code_postal"": ""69670"", ""nom_commune"": ""Vaugneray"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""4.683411"", ""latitude"": ""45.739491""}]",69255,"[{""libelle"": """", ""valeur"": ""https://www.sudmessin.fr/fr/renovations-de-l-habitat-alec.html""}, {""libelle"": """", ""valeur"": ""https://www.ccvl.fr/habiter-travailler-et-amenager/habiter/aides-a-lamelioration-de-lhabitat-renovation-energetique-adapter-pour-les-personnes-agees-ou-a-mobilite-reduite/""}]"
